"","number","abstract","section_name"
"639",639,"What will you do with your extra daylight-saving hour today? I suggest taking a tiny fraction of it to peruse the week’s top stories in business and tech, and then use the rest to enjoy the sunshine while it lasts. Or just stay in bed and watch The Times’s new show, “The Weekly.” Up to you. ","Business Day"
"640",640,"House investigators on Tuesday released transcripts from two more closed-door depositions.","U.S."
"641",641,"Readers condemn the president’s action, and two teenage climate activists call on adults to “listen to science before it’s too late.”","Opinion"
"642",642,"They fell in love in Arizona, and decided to fly back there for their wedding.","Fashion & Style"
"643",643,"Readers agree with David Brooks that the current tipping system is unfair and riddled with problems.","Opinion"
"644",644,"The couple met in 2015 at a Dallas speakeasy, when she approached his group to tease them about wearing sober business attire to a hipster venue.","Fashion & Style"
"645",645,"The couple went out on their first date at the urging of their mothers, who are neighbors.","Fashion & Style"
"646",646,"The couple met in 2016 while participating in a singing competition at the New York Irish Center in Long Island City, Queens.","Fashion & Style"
"647",647,"Be creative. Send us a limerick, haiku, fractured nursery rhyme, whatever strikes your fancy.","Opinion"
"648",648,"Senator Chuck Schumer’s proposal comes in for criticism, and some praise. Also: A ruling in North Carolina.","Opinion"
"649",649,"Readers both praise her plan as a huge advance in American health care and criticize it as unachievable.","Opinion"
"650",650,"Corrections that appeared in print on Sunday, November 3, 2019.","Corrections"
"651",651,"For T’s new Culture Therapist column, we'll solve your problems using art. Email us at advice@nytimes.com.","T Magazine"
"652",652,"Quotation of the Day for Tuesday, November 5, 2019.","Today’s Paper"
"653",653,"Researchers have found a woman with a rare genetic mutation that has protected her from dementia even though her brain has developed major neurological features of the disease.","Health"
"654",654,"When evaluating the team’s point guard situation and roster mishmash, it’s hard not to be reminded they are a result of management misadventures.","Sports"
"655",655,"A police investigation in Coral Springs, Fla., faulted a 911 call supervisor who was apparently watching a movie when a woman called in for help after a shooting.","U.S."
"656",656,"For controlling clutter and making everything look more organized, it’s hard to beat a simple basket. Here are five that will contain almost any mess.","Real Estate"
"657",657,"Former President Petro Poroshenko alternately flattered President Trump, signed deals with U.S. firms and met with Rudolph Giuliani.","U.S."
"658",658,"The French museum will curate the exhibitions and provide works from its collection. But Chinese officials are keeping a close eye on what gets shown.","Arts"
"659",659,"People taking statins to lower cholesterol were at increased risk of developing staph skin infections.","Well"
"660",660,"Thomas E. Ricks looks at accounts of an African-American fighter pilot, the European resistance, United States generals and more.","Books"
"661",661,"See full results and maps from the Kentucky election.","U.S."
"662",662,"SANTIAGO, Chile — The suddenness of the protests, the anger that spilled onto the streets every day, might have been surprising anywhere. But in the country often lauded as Latin America’s great economic success story, it has shocked the world.","World"
"663",663,"Gordon D. Sondland recounted how he told Ukrainian officials that military aid was tied to their commitment to investigations President Trump wanted.","U.S."
"664",664,"Privacy experts say a warrant granted in Florida could set a precedent, opening up all consumer DNA sites to law enforcement agencies across the country.","Business Day"
"665",665,"The cozy, modish kitchen replacing all those chilly chrome expanses.","Style"
"666",666,"“Fine, if you insist,” West tells men in “The Witches Are Coming,” her new essay collection. “This is a witch hunt. We’re witches, and we’re hunting you.”","Books"
"667",667,"See full results and maps from the Kentucky election.","U.S."
"668",668,"SANTIAGO, Chile — The suddenness of the protests, the anger that spilled onto the streets every day, might have been surprising anywhere. But in the country often lauded as Latin America’s great economic success story, it has shocked the world.","World"
"669",669,"Gordon D. Sondland recounted how he told Ukrainian officials that military aid was tied to their commitment to investigations President Trump wanted.","U.S."
"670",670,"Listlessness was Juan Carlos Onetti’s great theme. He ushered Spanish-language fiction into modernity and influenced writers from Julio Cortázar to Mario Vargas Llosa.","Books"
"671",671,"Your furry beloved can’t elevate or enrich him.","Opinion"
"672",672,"Here's what you need to know.","Briefing"
"673",673,"Lilium, a German start-up, illustrates the potential and the risks of creating a new generation of electric aircraft for urban transportation.","Technology"
"674",674,"Here’s what you need to know at the end of the day.","Briefing"
"675",675,"Trump is not the first president to defy Congress. A struggle for power has been playing out since the nation’s founding — as its framers intended.","Magazine"
"676",676,"In its journey beyond the boundary of the solar wind’s bubble, the probe observed some notable differences from its twin, Voyager 1.","Science"
"677",677,"A save-the-date card is not a subpoena. You are allowed to skip being in the bridal party, attending a shower or bachelor/bachelorette party and even the wedding itself.","Fashion & Style"
"678",678,"Some emotional predicaments we never grow out of. Hilarious new books by Bob Shea, Liz Climo and more mine them for cross-generational humor.","Books"
"679",679,"But we have options for you in case you want to move fast, or avoid meat, or even if you want to get funky.","Food"
